Roman-Urdu,Urdu
majid,ماجِد
qaim,قاءم
bilkul,بلکل
move,مؤو
par,پر
allama,علامہ
gye,گۓ
lucky,لکی
receive,رسیو
hukum,حکم
jis,جس
asma,عاصمہ
kda,کدہ
choo,چھو
height,حئٹ
nalayaqlog,نالائق
kamra,کمرھ
nebujh,بجھ
bro,بردار
saddar,صدر
noman,نعمان
accept,ایکسپت
taaqat,طاقت
farmai,فرمائی
ablegoldgood,گولڈ
haijanglon,جنگلوں
2st,ٹوسٹ
tarah,طرح
sub,بانہوں
miss,مس
ashiq,عاشق
muhammad,محمد
aby,ابے
air,اير
dilujjar,اجڑ
tag,تائد
out,آؤٹ
am,آہی
honey,ہنِّی
par,اپر
also,اولسو
dharhak,دھڑک
10,۱۰
fahad,فهد
heav3n,ہیون
made,مید
la'anat,لعنت
musharraf,مشررف
replyshakh,شاخ
grade,گریڈ
dear,ڈیئر
mat,مت
frank,فرینک
death,دتھ
mirpur,پور
hafta,ہفتہ
jenake,جنکا
rns,رنز
mazhab,مذہب
churi,چھری
father,فادر
my,مائی
party,پڑتے
fctry,فیکٹری
amir,عامر
khusgowar,خوشگوار
duaon,دعاؤں
area,ایریا
quvat,قوت
tasalsul,تسلسل
shaks,شخس
die,ڈي
zinda,زندہ
channels,چينل
cat,کيٹ
aen,آئیں
saima,صائمہ
the,تیا
asim,عاصم
lagai,لگائی
sxy,سیکسی
but,بٹ
say,انسے
,نن
life,لائف
sar,سرِشام
some,سؤم
age,ایج20
page,پیجیز
talba,طلبہ
mujrim,مجرم
attitude,ایٹیٹیوڈ
ans,انز
hotajitni,جتنی
sukhan,سخن
block,بلاک
perhaz,پرہیز
kamer,کمر
hassan,حسن
cup,کپل
hi,ايوریون
molvi,مولوی
should,شاولڈ
ground,گراؤنڈ
pal,پرل
mohsin,محسن
chalnge,چیلنج
assassination,اساسناشن
add,ایڈ
sunany,سنانے
pat,پٹ
forward,فارورڈ
jannat,جنت
jin,جن
jinaza,جنازہ
ajaen,آجائیں
any,اینی
shiye,شئے
nastur,نصرت
ghassb,غضب
zawaal,زوال
sy,سٹار٠٠٧مجھ
gai,گءے
khalasugra9,خالہ
double,ڈاوبل
ayesha,عائیشہ
kaaba,کعبہ
uskimakhlooq,مخلوق
parinda,پرندہ
like,لاءک
baezati,بےعزتی
bato,بتاو
china,چائنا
hansny,ہنسنے
jayun,جوں
wcup,کپ
age,علم
finish,فنش
zahra,زهره
rider,رائیڈر
safar,سفر
ever,ایور
sabab,سبب
friend,فرنڈ
sadder,صادر
nation,ناشن
kinara,کنارہ
mera,مرہ
behtar,بہتر
lihaza,لہذا
urhesimat,سمٹ
darjan,درجن
israil,اسرائیل
six,سکس
page,پیج
zamana,زمانہ
fine,فائن
tikke,ٹکے
line,لائن
bookz,بک
sarhad,سرحد
sunaye,سنیے
quetta,کویٹه
bohat,بھت
fit,فٹ
fix,فیکس
sit,سٹ
bad,بیڈ
ins0no,انسانوں
sadan,دان
magar,مگر
uncle,انسول
is,از
ge3,گوشت
time,ٹائم
plz,پلیز
hey,ہسسی
boy,بواۓ
sun,سن
happy,ہپی
qad,قد
princes,پرنسز
lain,لائے
duaen,دوائیں
tab,تب
out,اوٹ
gusa,غصہ
sharam,شرم
madina,مدینہ
bin,بِن
matlab,مطلب
share,شیّر
javed,جاوید
hum,ہم
aaey,آئے
style,سٹايل
qudrat,قدرت
gum,گُم
maf,معاف
larkiyon,لڑکوں
chrny,چھڑنے
hazaraloverz,ہزارہ
boy,بونے
saddam,صدام
season,سیزن
talab,طلب
bichra,بچھڑا
dhaba,دھبہ
difficult,ڈففکلٹ
tag,تگ
hujjat,حج
khushali,خشحالی
office,آفِس
salya,سالہ
ash,ایش
by,باۓی
khiladi,کھلاڑی
di,ددی
invite,انوایٹ
sms,ستھرا
same,سیم
light,لایءٹ
pochti,پوچھتی
shukariya,شکریہ
my,مای
detailsroznama,روزنامہ
rays,ریز
chura,چھڑا
puchni,پوچھنی
tie,ٹي
uni,ینی
lazy,لیزی
sub,بیلا
koi,کوو
blank,بلینک
rhe,ايس
zehrali,زہریلی
here,ہیئر
har,ھر
indication,انڈکاشن
young,ینگ
sahaba,صحابه
sariyal,سریل
parhny,پڑھانے
pochta,پوچھتا
bro,بردر
silsila,سلسلہ
larky,لڑکے
qismat,قطرے
meinkhaar,خار
msg,مسج
line,لائین
silent,سائیلنٹ
dar,در
voice,وائس
many,مینی
salah,صلح
kahin,کہيں
penis,پنس
sabar,صبر
machal,مچل
han,هےں
pat,پت
intena,اینٹینا
taly,تلے
netguru,گرو
tayaba,طیبہ
fake,فیک
fitrat,فطرت
record,ریکارڈ
hoi,هوتيں
galaazat,غلاظت
election,الیکشن
furniture,فرنيچر
mar,مر
choti,چھوٹی
shikwa,شکوہ
royen,روئیں
jagaon,جگہوں
markaz,مرکز
kainat,کائنات
machar,مچھر
peshwar,پشاور
lak,کروڑ
relax,رلیکسس
habib,حبيب
maa'il,مائل
hum,هم
munfarid,منفرد
human,حيمين
muddat,مدّت
love,لوو
lobhaly,بھلے
touch,ٹاوچ
pasand,پسند
rishta,رشتہ
ruk,رک
jhangvi,جھنگوی
tak,تک
stop,سٹاپ
chachi,کچی
sattar,ستر
ek,ایک
how,ہاؤ
limit,لمٹ
boy,بواے
theghostslam,گھوسٹ
rut,رت
age,ایج
ga,ایجنڈا
jab,جبہ
advice,اڈوس
khizar,خضر
abuse,ابيوز
mexi,میکس
mukhtasir,مختصر
jaye,جائے
nine,نين
takiye,تکے
gai,گئی
light,لايٹ
attock,اٹک
activate,اکتیویت
jae,جاۓ
mehvar,محور
silent,سائلنٹ
dehan,دھیان
chota,چھوٹا
firing,فائرنگ
gae,گئیں
leave,لئو
daughter,ڈائٹر
me,یں
isy,اِسے
ge,گھی
lar,لڑ
life,لا‍ءف
aaina,آئینہ
hue,ہوۓ
urslfkhumari,خم
billo,بلوں
can,سين
sister,سسٹر
fikar,فکر
qasam,قسم
ya,اففففففففف
hijar,حجر
khushgwar,گوار
mother,مودر
kafan,کفن
paper,پپر
gull786,گل
jagay,جگہیں
silsily,سلسلے
face,فیس
aivan,ایوان
yaq,یک
chup,چھپ
ap,پ
warna,ورنہ
jabrey,بازو
cherryhazara,ہیری
koi,کوئ
jealousy,جيلاوذي
god,گُد
gurbat,غربت
nisai,نسائی
deliver,دلاور
hoi,ھوئی
kam,کم
double,ڈبل
yamani,یمنی
lev,لیو
wasiqatra,قطرہ
and,انجم
is,اذ
fikarmand,فکرمند
dilaty,دلاتے
princes,پرسز
male,ميل
fail,فائل
use,یوز
side,سڈ
par,پڑ
pathaka,پٹاخہ
jaoqaza,قضا
qa'em,قائم
geonisar,نثار
maqsad,مقصد
round,روانڈ
pehlao,پہلو
talabgaar,طلبگار
sunae,سنائے
car,کير
mehnat,محنت
khulny,کھلنے
tanhai,تنہائی
friday,فريڈے
dr,ڈاکٹر
hat,حيٹ
guide,گيأڈ
jevan,جیون
every,ایوری
sho,سکو
solve,سولو
lakin,لکن
travel,ٹرأول
pakge,پیکج
angle,انجیل
badar,دربدر
muntazir,منتظر
martaba,مرتبہ
cute,کیوٹ
shukar,شکر
electronicmedia,الیکٹرانک
mukammal,مکمل
muskan,مسکن
kidhar,کدھر
bhattak,بھٹک
qadam,قدم
dil,دل
han,هین
labour,لبر
lipat,لپٹ
gain,گائیں
govt,گوورنمنٹ
tarap,طارق
caste,کيسٹي
doubt,ڈاوبٹ
mahubat,محب
nai,نئی
dil,ی
talha,طلحہ
mokabala,مقابلہ
muqadar,مقدر
driving,ڈرایونگ
bahaar,بہار
gayn,گیئں
charger,چارجر
gas,گیس
mil,مل
huma,ہمہ
safeguard,گارڈ
zindgi,زنگی
gi,گئ
poetry,پوئیٹری
mohsin,محسنیاد
thasub,تحت
lie,لي
active,ایکٹو
adres,ایڈریس
msg,مسسج
sar,الفت
topic,ٹاپک
hum,ہیم
ill,ل
muqaam,مقام
srve,سرو
fit,فِٹ
skydome,دوم
indian,انلمیٹڈ
illiterate,للٹريٹ
inside,انسأڈ
zimka,زم
faheem,فھيم
abba,ابّا
sujda,سجدہ
construction,کونسٹرکشن
ayesha,عائشہ
naila,نائلہ
april,اپريل
hai,ههےے
eighty,ائٹي
college,کولیج
parast,پرست
sami,سیمی
muslims,مسلمز
whr,ویئر
magny,منگنی
update,اپڈيٹ
how,ہاو
dilmurad,مراد
pak£=£)parhai,پڑھیں
finger,فنجر
nazara,نظارہ
papers,پیپرز
drivr,ڈرائیور
wajah,وجه
shyd,شائد
pichle,پچھلے
dil,دلے
rab,رب
immediately,مميڈيٹيلي
kick,کک
nine,نائن
basit,بسسٹ
taxes,ٹیکس
that9,ہائیٹ
bhai,بھئ
banay,بننے
an,اين
madad,مدد
bal,بل
dukaty,دکھاتے
practical,پرکئیٹکل
lote,لٹ
chaman,چمن
admin,ایدمن
jannat,جنّت
kha,ایچ!آی!آی۲
personal,پرسنل
bohly,بھولے
majma,مجمه
is,اِز
akbar,کبر
nhihar,حر
gandy,گندے
manzar,منظر
ghayab,غیب
sakty,سکتے
paaogy,پاوگے
cause,کييوز
beliyo,بلیو
manzil,منزل
badshaonki,بادشاہوں
silver,سلٔور
badmash,بدمعاش
dilber,دلبر
faqat,فقط
signal,سگنل
thy,تہے
pencil,پنسل
sher,شعر
qadirbux,قاری
maayen,مائیں
drnykabole,ڈرنے
zama,ذمہ
che,چھ
bat,عا
shak,شیک
insane,انسين
mamlay,معاملے
pehan,پہن
farhan,فارحين
qail,قائل
goes,گوز
muslim,مسلم
parhte,پڑھاتی
plan,پلين
ehraam,حرام
try,ٹراے
dawai,دوائی
madel,میڈل
allah,الہَّا
skyfunsantoshdost,فن
kamaal,کمال
bachy,بچے
ghanta,گھنٹہ
follow,فولّو
pledge,پليڈج
msnoor,منصور
dlail,دلائل
msg,میسسج
farqaleet,فرقہ
it,علیشا
man,من
husband,حسبیند
che,چہ
hum,ھم
isi,ايسی
little,لٹل
light,لائٹ
uljhangardish,گردش
koe,کائی
salam,اللام
poetry,پوءتڑی
mind,مائینڈ
boy,بوائیز
mariam,مریم
bhejobecho,بچو
jaber,جبر
voice,وائز
ye,يه
decentnaveed,سینٹ
karam,کرم
taana,طعنہ
tell,ٹل
pace,پيس
try,ٹرے
dam,دم
devil,دیول
receive,ريسئو
smjh,سماج
sabika1,بکا
kai,کئی
new,نۓ
sunny,سنی
din,دِن
pvt,پوٹ
skydome,ڈوم
seher,سحر
shz,شاذ
fat,فيٹ
im,اِم
gharaz,غرض
hmm,همہ
super,سپر
skale,لیڈ
laqab,لقب
ashraf,راجہ
fursat,فرصت
queen,کوئن
hogaedekhi,دیکھی
sitara,سترہ
ujlay,الجھے
box,بوکز
lab,لب
by,باے
silent,سائیلینٹ
txt,ٹیکسٹ
mobile,موبیک
jug,جگ
listen,لسن
thalehja,لہجہ
nishan,نسان
and,اينڈ
zehmat,زحمت
fahad,فہد
haimillo,ملوں
jaothaki,تھکی
cpy,کاپی
grps,گروپس
uchal,اچھل
dar,ڈر
pathar,پتھر
enjoy,اينجؤاے
wagera,وغیرہ
heqalm,قلم
cable,کیبل
justin,جسٹن
sun'ne,سننے
hunar,ھنر
khabar,خبر
safai,صفائی
tag,ٹیگ
information,انفارمشن
quater,کوارٹر
ba,بخیریت
site,سائٹ
fine,فين
qurbat,قربت
bus,بس
tracks,تریکس
jazba,جذبہ
koi,کوئی
image,ماج
locked,لوکڈ
intention,انٹينشن
nhi,نیہں
lamha,لمحہ
presntatn,پریزنٹیشن
password,وورڈ
tobakiya,توبہ
lhr,لاہور
my,ماءی
purwaai,پروائی
pk,پی
hamza,حمزه
chua,چھوا
chora,چھوڑا
usage,يساج
nai,نہی
pinnacle,پنناسول
mumkin,ممکن
words,ورڈز
bhaion,بھائیوں
sataty,ستاتے
asia,ایشیا
la'aay,لاۓ
hal,حل
kambakhatbahir,کمبخت
order,ارڈر
samandar,سمندر
may,مٔي
pas,پس
hainauron,آوروں
keh,کہہ
naqaab,نقاب
sindhi,دهی
bhaio,بھائیو
betab4u,تاب
marham,مرہم
bakhsh,بکش
what,وٹ
eat,ايٹ
bicha,بچھا
gave,گیو
gepoetri,پو
dua,دعا
cricket,کڑکٹ
jazery,جزیرے
bywaqof,وقوف
laa'iq,لائق
qarina,قرینہ
jalan,جلن
haisheh,شہ
month,مہینے
choro,چھوڑو
create,کرييٹ
black,بلیک
124,۱۲۴اؤشا۸۹
hello,هولو
insitute,انسٹیٹوٹ
asalam,اسلم
thank,تھینک
computer,کمپیوٹر
nick,نک
num,نم
bohat,بہت
,اَبدُّلہا
tc,کیئر
chapter,چیپٹر
principal,پرنسپل
tabeer,بیر
ntwrk,ورک
subah,صبح
misaal,مثال
tan,تن
becharay,بچھڑے
pichla,پچھلا
ludhyanvi,لدھیانوی
game,گیم
jhelum,جہلم
un,اان
drives,ڈرائیو
z0o,زو
hadees,حادث
magic,میجِک
edit,ایڈٹ
sara'sar,سراسر
mughal,مغل
fasil,فاصِل
haapna,ااپنے
bulbul2,بلبل
silent,ساءیلنٹ
asif,آصِف
galat,غلط
kisitara,ستارہ
nice,نس
fakhur,فخر
round,راونڈ
jab,جب
february,فروري
ktm,مانگو
banany,بنانے
khatam,ختم
did,دِدّ
barhai,بڑاہی
ghaznavi2,غزنوی
thanks,ہنکس
kazan,کزن
pehra,پھیرا
large,لارج
mutaliq,مطلق
btaega,بتائے
bkbh1mehfoz,محفوظ
sunnat,سنّت
saifullah77,فلاح
rahger,رگ
paya!chara,چارہ
qissay,قصے
muharak,محرک
contact,کاٹیکٹ
us,اُس
bcz,کاز
jumerat,جمعرات
muflis,مفلس
zillat,ذلت
khaltay,کھیلتے
nabuwat,نبوت
reheta,رہتیں
na,نه
jaazib,جاذب
rates,رٹس
accept,ایکسپٹ
bakhairilyasshah,الیاس
lun,لن
chaye,چھے
change,چينج
night,نائیٹ
chat,چیت
mavia,معاویہ
muhabbat,محبت
line,لائیں
c”des,ڈیز
got,گاٹ
ye,یه
paey,پاۓ
shaid,شاہد
dhaka,دھکّا
jain,جائیں
as,ایز
ummat,امّت
kanwal,کنول
skan,کامل
alive,الٔو
reh,رہ
mayyat,میت
machron,مچھروں
societykoi,سوسائیٹی
bassi,بسی
style,سٹایل
chanda,چندہ
zara,زرہ
love,لؤو
music,میوزک
seh,سہ
is,یز
my,ماے
roz,رووز
number,نمبر
mahal,محل
malik,ملک
50,۵۰آپ
cut,کٹ
night,نائٹ
baton,بتاؤں
aik,یل
taraf,طرف
gayekhazaane,خزانے
mangva,منگوا
killer,کالر
not,نُٹ
garam,گرم
zax,زے
weather,ویدر
convert,کنورٹ
website,سائیٹ
k0nsi,کونسی
zaat,تجربات
pinjra,پِنجرا
tags,ٹیگس
urooa,عروہ
bejo,بھیجو
attribute,يٹٹربيٹي
havali,حویلی
ravidear,راوی
private,پرو
sambhal,سنبھل
paidaar,پائیدار
shahzaar,زر
unqareeb,عنقریب
karte!hum,کھیلا
amenmrfn,نسب
4ndz,نعمت
investigation,انویسٹیگیشن
judge,جج
snkk,کیک
ewiz,عوض
8swal,اگ
virus,وائیرس
dost,ديست
with,انیبوڈی
chupata,چھپاتا
back,بیک
magar,انگیز
year,ائیر
match,ميچ
4ndshpland,لینڈ
allrizvi,رضوی
kory,رنڈی
jazz,جیز
busines,بزنس
jism,منزلیں
von3,وون
lacture,لیکچر
daira,ادارے
university,يونيورسٹي
hainprince98bhai,یحییٰ
example,اکامپل
zubair,زُبیر
gaya,گرام
option,اپشن
tourist,ٹاورسٹ
admission,ایڈمشن
rwp+isb,راولپنڈی
karangyplz,کرینگے
slam,اسسسلم
uzma,عظم
warahmatullahmuhtram,محترم
uzma,عظمہ
chutiyan,چھٹیاں
romaan,اومان
bikhar,رہوں
bolasaien,سائیں
rahi,ہورہی
morning,مارننگ
kong,کانیرو
down,ڈاون
tounkopocket,پاکٹ
start,امتحاں
keerry,کھڑے
ainda,آئندہ
introduc,سیلف
uska,وزن
bhulo(bekan,حماد
hottttmra,ہاٹ
cardiac,ایمرجنسی
ailmranx,لیول
chemistryblog,بلاگ
exam,ایگزام
rank,رینک
gaiaaaa,آہ
attraction,ایٹرکشین
dostn,سبی
b0lta,بولتا
city,سِٹی
anxiety,اينبيٹي
tips,عزل
some,سَم
other,ایٹ
gift,تحفے
uzma,عظمیٰ
gadha,گڑھ
service,سروس
absar,ایے
ajmalmmd,مہمند
intro,تعارف
sar0n,عون
over,ؤور
apne,اہنے
owner,انر
hadis,عبداللہ
loonphir,نچوڑ
chorain,چھوڑیں
kodunta,ڈھونڈتا
usman,عثمان
otaray,اتارے
c0merce,کامرس
town,ٹاون
mohsin,مشن
akeer,اخیر
books,کتابیں
mutabik,قانون
qaimchatmyra,مہرہ
karn,کچہری
gisherilandchopaal,شہری
real,اصلی
utopia,یوٹوپیا
science,سائنس
hall,حول
ap(s,الیہ
result,یگزیمز
sssshhh,شش
afghanistan,سعودیہ
(lishbag,بیگ
chernay,چھڑانے
gang,گینگ
chaheay,الہ
everyone,ئوريوني
umar,عمر
college,کالج
reserve,ریزرو
section,آکشن
dali,دہلی
dmps,ڈی
horror,هُورّر
info,اِنفو
thursday,ديرسڈے
pinklovetip,ٹیپ
ulad,اولاد
choonay,چھونے
connection,کنکشن
rocky,راکی
bataye,بہتے
natural,نيٹيرال
owner,اونر
sara,سسر
swimmingpool,سوئمنگ
explosion,اکپلوسون
nahihar,ہندوستان
vote,ووٹ
naye,نئے
prinda,پوتی
result,رزلٹ
match,میچ
pakistani,ٹيم
akbar,اخبار
student,سمی
pehleb0y,بوائے
attorney,يٹٹورنيي
evening,ئوننگ
zaidsmart2,زائد
united,يونيٹڈ
dahar,عظمت
jahe'n,ہدایت
evening,ایوننگ
taxes,تکسی
ainda,آئیندہ
dundo,ڈھونڈو
matches,میچز
successfully,لکھی
exist,اکزسٹ
fever,یپ
3avilian,اولین
love,ایگذوربینٹ
d0nga,دونگا
bhihaar,برائی
together,ٹوجدر
develop,ڈئولوپ
send,ایبل
bajtay,بھیجتے
extra,ایکسٹرا
song,سپیسیلی
warna,آمدید
eman,ایمان
brothr'sarif,عارف
muslims,مُسلمز
amazing,اتھر
childhood,حائل
user,یوزر
salam,مئ
paila,پھیلا
zahkme,زخمی
rahen,امکان
dictionary,ڈکشنری1
other,ودر
muskurata,قافلہ
chup,اگلے
down,داون
nrthrn,ناردرن
univrsity,یونیورسٹی
daod,ابن
virus,وائرس
advantage,اڈوانٹاج
morning,مارنگ
jagng,ارتھ
hame,ہفتے
five,فٔو
seventy,سئونٹي
muncipal,میونسپل
h0gy,ہوگئے
study,ائر
invitation,انوٹاشن
shaher,حسين
universe,يونئورسي
night,نٔٹ
uncha,اونچا
oxygen,آکسیجن
intrnational,نیشنل
song,سانگ
cats,کیٹس
liye,لئے
elawa,علاوه
hand,ہینڈ
welcm,لیکر
thousand,داوسانڈ
sindh22,٢٢
ecosub,ایکو
aima(a,آئمہ
fashion,فیشن
mashriqmagribshumaljunoob,جنوب
mumkin,ن
salam,انوسینٹ
intro,اِنتڑو
yourself,ياورسيلف
atom,ایٹم
aswadsapnag9,٩
batmeezi,بدتمیزی
islam,اگینسٹ
against,یوزڈ
funlandjahanum,جہنم
ninecutshahzad,نائین
policyion,پالیسیاں
chemistryblog,بلو
earthridder,رد
ocean,اوشن
oraaq,اوراق
unit,یونِٹ
2davdaas,داود
giletmse,میلوں
broadcast,بورڈ
loverr,اوور
liye,لئیے
chodney,چھوڑنے
spiritual,اسپرٹيال
die4pak,ائی
dob08,دیس
h0gae,ہوگے
vote,ووٹي
hungumbad,گنبد
busy,بزی
video,وڈیو
picture,پکچر
several,سئورال
special,اسپيسال
maintum,تل
sahar,ہوبا
hindustan,تاجکستان
chaaaaaaaa,چاہ
parents,پیرنٹس
mzhab,حنیفہ
section4,ایکشن
jasmine1,جیسمین
registr,رجسٹر
card,کيرڈ
soadayidhoondta,سودائی
mein,عیاں
ghonslay,انڈوں
madam,میڈم
sixty,سکسٹي
bhoslyaman,اکرم
setting,سٹينگ
aankhe,قدموں
sunsandil,اُن
obharay,ابھرے
udaslab,لیب
main,آسم
none,اونپوچھ
chupanay,چھپانے
salam,سٹارسلام
faseelen,عمارت
manager,مینجر
zong,ذانگ
gusa,گھاس
this,اجازت
aged,اجڈ
bakshay,بخشے
speak,اِسپیک
lana,عمال
follow,وائبریشن
year,ایئر
outcry,اوٹکري
school,سشول
data,ڈیٹا
k100,۱۰۰
come,کٔم
kro1)kalma,کلمہ
davdaas,ڈیوڈ
asul,سنتے
reply,رئپلاۓ
number,ننبر
bichho,سانپ
earth,ايرتھ
uraan,اوران
upny,وسیع
bola,بھولا
shaukat,شہک
tasveerainphir,تصویریں
ajao,عضو
expensive,اکپينسٔو
education,ایجوکیشن
murad,آیات
online,اونلاین
open,اوپن
kidnap,اغوا
dewaane,ایوانے
hmpg,ہوم
this,ہز
mountain,ماونٹين
void,ووڈ
liye,لۓ
beauty,عمرزئی
highfaihahahahaha,فائی
might,مٔٹ
tamasha,سہتے
hack,ہیک
speed,اسپيڈ
university,يونئورسٹي
mind,مآءیند
usama,اُساما
split,اسپلٹ
zaman,مجال
year,ایر
liver,لٔور
upar,اوپر
rock,راک
eight,ائٹ
aur,اور
MashAllah,ماشاءاللہ
Allah,اللہ
oil,آئل
paste,پیسٹ
badtamezi,بدتمیزی
khelon,کھیلوں
hawaon,ہواﺅں
